,all_loss_values,all_test_loss_values
0,68.50062,52.666683
1,68.43168,52.58589
2,68.356476,52.499393
3,68.27379,52.406914
4,68.18316,52.308167
5,68.08423,52.202843
6,67.97674,52.090687
7,67.8604,51.97146
8,67.734955,51.844845
9,67.600174,51.71061
10,67.455864,51.56858
11,67.301834,51.418633
12,67.13798,51.260647
13,66.96414,51.09445
14,66.780235,50.91989
15,66.58616,50.737137
16,66.38186,50.546448
17,66.16734,50.34797
18,65.94269,50.141636
19,65.70803,49.927483
20,65.46356,49.705696
21,65.20951,49.476738
22,64.94616,49.241314
23,64.673805,48.999767
24,64.39287,48.752396
25,64.1037,48.499886
26,63.806656,48.242443
27,63.50208,47.980164
28,63.190323,47.713734
29,62.871796,47.443188
30,62.54683,47.168564
31,62.21585,46.89069
32,61.879333,46.609913
33,61.537807,46.326714
34,61.191784,46.04198
35,60.841747,45.75561
36,60.488125,45.46784
37,60.13137,45.17925
38,59.77194,44.889828
39,59.410244,44.599674
40,59.046654,44.30937
41,58.681488,44.019024
42,58.314983,43.728207
43,57.947384,43.437565
44,57.578865,43.146748
45,57.209625,42.855167
46,56.839825,42.562916
47,56.469666,42.269123
48,56.099422,41.973988
49,55.729404,41.67828
50,55.359943,41.38198
51,54.991344,41.086056
52,54.62394,40.791443
53,54.258026,40.498005
54,53.89385,40.20613
55,53.531616,39.91572
56,53.171516,39.626247
57,52.813686,39.338448
58,52.458263,39.05221
59,52.105427,38.768124
60,51.755375,38.486523
61,51.408356,38.20699
62,51.064594,37.930363
63,50.724323,37.65583
64,50.38769,37.384007
65,50.0548,37.115265
66,49.725746,36.84903
67,49.400578,36.586197
68,49.079353,36.32587
69,48.762074,36.068947
70,48.44876,35.815083
71,48.139423,35.564377
72,47.8341,35.31722
73,47.532818,35.073013
74,47.235588,34.83261
75,46.942406,34.595043
76,46.653225,34.360245
77,46.367973,34.12794
78,46.086586,33.898148
79,45.809032,33.671974
80,45.535294,33.44859
81,45.26536,33.22846
82,44.99923,33.011444
83,44.736874,32.79691
84,44.47827,32.585873
85,44.22335,32.376694
86,43.97205,32.17046
87,43.724277,31.966898
88,43.47999,31.766163
89,43.239105,31.568632
90,43.001595,31.37381
91,42.76737,31.182178
92,42.536366,30.993122
93,42.308495,30.80672
94,42.08368,30.623009
95,41.861835,30.442144
96,41.642887,30.26343
97,41.426765,30.087471
98,41.213413,29.913376
99,41.00277,29.741556
100,40.794777,29.572052
101,40.58937,29.404482
102,40.386486,29.239395
103,40.18607,29.076233
104,39.988056,28.915258
105,39.792385,28.756224
106,39.59901,28.598978
107,39.407875,28.443802
108,39.218925,28.290316
109,39.032124,28.138834
110,38.84741,27.988745
111,38.664722,27.8408
112,38.484043,27.693964
113,38.305305,27.549578
114,38.128483,27.406395
115,37.953526,27.265121
116,37.780396,27.12559
117,37.609055,26.987524
118,37.439457,26.851076
119,37.271564,26.715908
120,37.105347,26.582233
121,36.940765,26.44964
122,36.777782,26.318556
123,36.616364,26.188648
124,36.456482,26.059948
125,36.298103,25.93265
126,36.1412,25.80634
127,35.98574,25.680897
128,35.831703,25.557217
129,35.67905,25.433716
130,35.527763,25.312237
131,35.377815,25.191654
132,35.22919,25.071772
133,35.081844,24.953835
134,34.93577,24.836042
135,34.79094,24.719913
136,34.647335,24.604595
137,34.504936,24.49006
138,34.363716,24.377117
139,34.223663,24.264513
140,34.084747,24.153349
141,33.94696,24.042955
142,33.81028,23.933392
143,33.674694,23.824564
144,33.540173,23.716974
145,33.40671,23.609974
146,33.274296,23.503693
147,33.1429,23.39895
148,33.012516,23.294224
149,32.88312,23.190731
150,32.75471,23.088036
151,32.627266,22.985949
152,32.500774,22.884476
153,32.37522,22.784168
154,32.250595,22.68415
155,32.12688,22.585138
156,32.004066,22.486727
157,31.882141,22.389408
158,31.761091,22.292158
159,31.64091,22.196472
160,31.521578,22.100834
161,31.40309,22.006279
162,31.285437,21.91214
163,31.1686,21.81915
164,31.052578,21.725872
165,30.937359,21.634508
166,30.822922,21.542418
167,30.709274,21.452127
168,30.596397,21.361784
169,30.484276,21.27232
170,30.372913,21.183739
171,30.262291,21.095171
172,30.152405,21.007996
173,30.043247,20.920677
174,29.934807,20.83455
175,29.827078,20.748476
176,29.720049,20.66374
177,29.613722,20.57838
178,29.508066,20.495182
179,29.403093,20.41102
180,29.29879,20.328339
181,29.195156,20.246193
182,29.09217,20.163954
183,28.989832,20.082998
184,28.888142,20.002264
