,all_loss_values,all_test_loss_values
0,72.24261,73.24876
1,72.187805,73.19515
2,72.1306,73.14728
3,72.070465,73.12079
4,72.00728,73.04665
5,71.9408,72.97452
6,71.870926,72.91778
7,71.797386,72.861664
8,71.72006,72.79266
9,71.63882,72.71559
10,71.55337,72.6401
11,71.463776,72.56709
12,71.36983,72.488945
13,71.271286,72.39894
14,71.16807,72.29863
15,71.05999,72.19596
16,70.947,72.09696
17,70.82873,71.998535
18,70.705086,71.89304
19,70.576,71.77659
20,70.441345,71.651566
21,70.30081,71.52309
22,70.1541,71.39302
23,70.00113,71.25844
24,69.84197,71.11495
25,69.676476,70.96332
26,69.50458,70.80742
27,69.326294,70.64886
28,69.14188,70.48425
29,68.95089,70.30923
30,68.75291,70.12227
31,68.54759,69.92726
32,68.335014,69.7292
33,68.11506,69.528435
34,67.88781,69.32072
35,67.65303,69.10285
36,67.41084,68.87599
37,67.161835,68.64377
38,66.90477,68.406456
39,66.64054,68.161644
40,66.368645,67.908005
41,66.0893,67.6482
42,65.80235,67.38456
43,65.508026,67.114
44,65.205475,66.831795
45,64.89389,66.538376
46,64.57491,66.238495
47,64.24829,65.93458
48,63.91456,65.623474
49,63.573685,65.302315
50,63.225025,64.97263
51,62.869415,64.63759
52,62.50526,64.29715
53,62.133556,63.949226
54,61.754917,63.594276
55,61.369427,63.235874
56,60.97644,62.87487
57,60.575497,62.505363
58,60.16713,62.124004
59,59.75233,61.735058
60,59.330944,61.34164
61,58.90378,60.94332
62,58.47061,60.53543
63,58.03101,60.12137
64,57.5836,59.70298
65,57.13064,59.278595
66,56.671986,58.84625
67,56.20778,58.41091
68,55.73804,57.972824
69,55.263744,57.527344
70,54.78379,57.075123
71,54.297565,56.619354
72,53.80716,56.159492
73,53.31195,55.691544
74,52.812843,55.218052
75,52.30892,54.74497
76,51.80027,54.268345
77,51.287663,53.780815
78,50.770866,53.290737
79,50.249718,52.804745
80,49.724297,52.312004
81,49.19629,51.81368
82,48.66598,51.317814
83,48.131638,50.82177
84,47.594517,50.314568
85,47.055405,49.808483
86,46.51414,49.30865
87,45.97173,48.798473
88,45.42767,48.28527
89,44.88125,47.781548
90,44.33335,47.264927
91,43.78406,46.745274
92,43.23525,46.239845
93,42.68734,45.723213
94,42.140625,45.201717
95,41.5945,44.6922
96,41.047737,44.171677
97,40.50043,43.647495
98,39.952694,43.137585
99,39.406013,42.613976
100,38.86012,42.088768
101,38.314976,41.58099
102,37.771584,41.06308
103,37.23027,40.543964
104,36.691048,40.036808
105,36.15341,39.520645
106,35.61747,39.00181
107,35.084377,38.493305
108,34.553623,37.97269
109,34.025303,37.454033
110,33.498837,36.94899
111,32.975975,36.436417
112,32.456577,35.922955
113,31.941393,35.417366
114,31.42997,34.90553
115,30.922424,34.39774
116,30.418692,33.895916
117,29.919006,33.384754
