,all_loss_values,all_test_loss_values
0,76.56484,43.62153
1,76.51966,43.59132
2,76.472046,43.559547
3,76.42152,43.52618
4,76.3679,43.491173
5,76.311,43.454414
6,76.25063,43.415882
7,76.18664,43.375484
8,76.118866,43.333107
9,76.047165,43.28863
10,75.97141,43.242035
11,75.89151,43.193268
12,75.80734,43.14229
13,75.71881,43.08908
14,75.625824,43.033604
15,75.52831,42.975792
16,75.42625,42.915558
17,75.319626,42.852783
18,75.208405,42.7874
19,75.09257,42.719345
20,74.97206,42.648575
21,74.84685,42.575085
22,74.71692,42.49883
23,74.58225,42.419746
24,74.442856,42.337757
25,74.29877,42.25281
26,74.15004,42.164867
27,73.996765,42.073936
28,73.83905,41.98001
29,73.67701,41.88306
30,73.510765,41.7831
31,73.34042,41.680164
32,73.16608,41.57433
33,72.987816,41.465714
34,72.80569,41.354416
35,72.61972,41.240448
36,72.4299,41.1238
37,72.23625,41.004444
38,72.038765,40.882435
39,71.837494,40.757923
40,71.63251,40.631107
41,71.423904,40.502144
42,71.21181,40.37105
43,70.99633,40.237778
44,70.77761,40.102276
45,70.55577,39.964535
46,70.33094,39.824604
47,70.1032,39.682457
48,69.87268,39.538116
49,69.639465,39.39174
50,69.40363,39.243473
51,69.16526,39.09338
52,68.92439,38.94142
53,68.68106,38.787537
54,68.435326,38.631737
55,68.187225,38.474136
56,67.93687,38.314934
57,67.6844,38.15438
58,67.43,37.992752
59,67.173874,37.830345
60,66.91633,37.667446
61,66.65767,37.50435
62,66.39822,37.34141
63,66.13826,37.17881
64,65.87798,37.01664
65,65.61749,36.85509
66,65.35683,36.69434
67,65.09593,36.534405
68,64.834785,36.375313
69,64.57339,36.21723
70,64.3118,36.060215
71,64.05019,35.904278
72,63.788834,35.749535
73,63.528057,35.59588
74,63.26821,35.44308
75,63.009647,35.29099
76,62.752636,35.139385
77,62.497414,34.98811
78,62.244106,34.837074
79,61.99287,34.686226
80,61.743797,34.53575
81,61.497025,34.385807
82,61.252705,34.236584
83,61.01102,34.088463
84,60.77209,33.94167
85,60.535988,33.796566
86,60.302696,33.65336
87,60.072124,33.51235
88,59.84414,33.373585
89,59.61862,33.237137
90,59.395477,33.102856
91,59.174717,32.970665
92,58.9564,32.840157
93,58.74067,32.711334
94,58.527653,32.583553
95,58.31742,32.457375
96,58.109962,32.331764
97,57.905148,32.20769
98,57.702774,32.084793
99,57.50258,31.962908
100,57.30432,31.842823
101,57.10775,31.724121
102,56.912643,31.606487
103,56.718803,31.490417
104,56.5261,31.375523
105,56.33446,31.261309
106,56.143898,31.148252
107,55.954437,31.036253
108,55.76616,30.924877
109,55.57912,30.814472
110,55.3934,30.705206
111,55.209034,30.596708
112,55.026073,30.489033
113,54.84455,30.382437
114,54.66445,30.276674
115,54.485783,30.171602
116,54.308525,30.067495
117,54.132652,29.964272
118,53.95814,29.86168
119,53.78495,29.759937
120,53.613052,29.659082
121,53.4424,29.55889
122,53.272995,29.459488
123,53.104786,29.361006
124,52.937775,29.263262
125,52.77192,29.166288
126,52.607235,29.070253
127,52.443695,28.97503
128,52.281303,28.880604
129,52.120045,28.787125
130,51.959908,28.694483
131,51.80089,28.6026
132,51.64299,28.511612
133,51.486183,28.421425
134,51.33046,28.33199
135,51.175816,28.243423
136,51.02223,28.15563
137,50.86968,28.068542
138,50.718155,27.982248
139,50.56764,27.896643
140,50.418102,27.811678
141,50.26953,27.727436
142,50.12191,27.643833
143,49.97522,27.560837
144,49.829456,27.478521
145,49.68459,27.396797
146,49.540627,27.315676
147,49.39755,27.2352
148,49.25534,27.155273
149,49.11399,27.075933
150,48.973495,26.997177
151,48.83384,26.918951
152,48.695004,26.841303
153,48.55699,26.764198
154,48.419777,26.687616
155,48.28336,26.6116
156,48.147724,26.536089
157,48.012863,26.461105
158,47.87877,26.38665
159,47.74543,26.312666
160,47.61283,26.239212
161,47.480976,26.166245
162,47.34984,26.093775
163,47.219425,26.021824
164,47.08972,25.950342
165,46.960716,25.879366
166,46.8324,25.808838
167,46.70477,25.738764
168,46.577805,25.669146
169,46.451504,25.599926
170,46.325844,25.531134
171,46.20083,25.462706
172,46.076447,25.394653
173,45.952675,25.32696
174,45.829525,25.259632
175,45.706974,25.192677
176,45.58501,25.12607
177,45.463642,25.059841
178,45.342846,24.993935
179,45.222626,24.92839
180,45.10297,24.86315
181,44.983868,24.79825
182,44.86532,24.733625
183,44.747303,24.669329
184,44.62983,24.60527
185,44.512875,24.541538
186,44.39645,24.478003
187,44.280537,24.414837
188,44.165127,24.351797
189,44.050217,24.289236
190,43.93579,24.22666
191,43.821854,24.164732
192,43.708397,24.102676
193,43.59541,24.04124
194,43.48288,23.979912
195,43.37081,23.918764
196,43.25919,23.858116
197,43.148018,23.797413
198,43.037285,23.737104
199,42.92698,23.677025
200,42.817104,23.61696
201,42.707645,23.557339
202,42.598602,23.49777
203,42.489975,23.438389
204,42.38175,23.379389
205,42.273914,23.320417
206,42.166485,23.26179
207,42.059444,23.203405
208,41.95279,23.145107
209,41.84652,23.087193
210,41.740623,23.029392
211,41.6351,22.971777
212,41.52996,22.914461
213,41.425175,22.857183
214,41.320755,22.80018
215,41.21671,22.74334
216,41.113007,22.686584
217,41.009666,22.630121
218,40.90669,22.57373
219,40.804047,22.517567
220,40.701756,22.461636
221,40.599815,22.405815
222,40.498215,22.350317
223,40.39695,22.294947
224,40.296024,22.239809
225,40.19544,22.184902
226,40.095184,22.130108
227,39.99526,22.07558
228,39.89566,22.021128
229,39.796387,21.966864
230,39.697437,21.91271
231,39.598804,21.858593
232,39.50049,21.804592
233,39.402477,21.750498
234,39.30477,21.69643
235,39.207367,21.642221
236,39.110275,21.587954
237,39.013493,21.533686
238,38.917023,21.479555
239,38.82087,21.425913
240,38.725033,21.372864
241,38.629498,21.320618
242,38.534245,21.268902
243,38.439274,21.217623
244,38.34459,21.166355
245,38.250187,21.11499
246,38.156075,21.063217
247,38.062244,21.011108
248,37.968704,20.958569
249,37.875443,20.905891
250,37.78246,20.85309
251,37.689762,20.800583
252,37.597336,20.748293
253,37.505177,20.696674
254,37.413292,20.64535
255,37.321674,20.594849
256,37.230324,20.544384
257,37.139236,20.494726
258,37.048428,20.444721
259,36.957882,20.395317
260,36.867603,20.34551
261,36.777584,20.295897
262,36.687824,20.246365
263,36.598324,20.196714
264,36.50909,20.147686
265,36.42011,20.098679
266,36.331387,20.0504
267,36.242924,20.002647
268,36.154713,19.955359
269,36.066746,19.90897
270,35.979023,19.862934
271,35.89154,19.817764
272,35.804283,19.773153
273,35.717236,19.728924
274,35.6304,19.684954
275,35.543785,19.640038
276,35.457428,19.593496
277,35.371334,19.544106
278,35.285408,19.492743
279,35.19965,19.441628
280,35.114166,19.392378
281,35.02896,19.346128
282,34.943966,19.301992
283,34.85917,19.258821
284,34.77464,19.214628
285,34.690403,19.167622
286,34.606373,19.118843
287,34.52256,19.070135
288,34.43904,19.023508
289,34.355736,18.978779
290,34.272633,18.93459
291,34.18978,18.889267
292,34.107147,18.842535
293,34.024704,18.79597
294,33.94251,18.750605
295,33.86054,18.706789
296,33.778763,18.663177
297,33.697243,18.6187
298,33.61595,18.573162
299,33.53487,18.527489
300,33.454033,18.482779
301,33.373425,18.43902
302,33.293034,18.395676
303,33.212875,18.351723
304,33.132942,18.307398
305,33.053223,18.263123
306,32.973724,18.21975
307,32.89446,18.176844
308,32.815395,18.13397
309,32.73656,18.090378
310,32.657944,18.046658
311,32.57954,18.003227
312,32.50136,17.960743
313,32.423405,17.918354
314,32.345654,17.875853
315,32.26813,17.832617
316,32.19082,17.789967
317,32.113724,17.747683
318,32.03685,17.706497
319,31.96018,17.66455
320,31.883728,17.622822
321,31.807486,17.580528
322,31.731453,17.539692
323,31.65563,17.499048
324,31.58001,17.458729
325,31.504604,17.417732
326,31.429407,17.376709
327,31.354408,17.336563
328,31.27962,17.296871
329,31.205029,17.25782
330,31.130642,17.21823
331,31.05645,17.17944
332,30.98244,17.141241
333,30.908598,17.104258
334,30.8349,17.067154
335,30.761364,17.03008
336,30.688051,16.990242
337,30.614868,16.949568
338,30.541847,16.90777
339,30.469053,16.867868
340,30.396435,16.828514
341,30.323992,16.790983
342,30.251772,16.752155
343,30.179766,16.712532
344,30.107943,16.673183
345,30.036348,16.633905
346,29.964966,16.595898
347,29.89377,16.557518
348,29.82279,16.518953
349,29.752016,16.480537
350,29.681425,16.442139
351,29.611032,16.404417
352,29.54084,16.366505
353,29.47083,16.329374
354,29.401016,16.292059
355,29.331392,16.254492
356,29.261957,16.217379
357,29.19271,16.179781
358,29.123652,16.143793
359,29.054771,16.107445
360,28.986082,16.071209
361,28.91757,16.034763
362,28.849234,15.998127
363,28.781086,15.962314
364,28.713118,15.926328
365,28.645327,15.891283
366,28.57772,15.855533
367,28.51029,15.820093
368,28.443043,15.78408
369,28.375977,15.748811
370,28.309088,15.7137575
371,28.242378,15.679285
372,28.175844,15.644514
373,28.109491,15.609829
374,28.043312,15.575242
375,27.977314,15.541194
376,27.911484,15.507434
377,27.84583,15.4738035
378,27.78035,15.439937
379,27.715038,15.406465
380,27.649897,15.373181
381,27.584925,15.340435
382,27.520117,15.307315
383,27.455473,15.27469
384,27.390991,15.241646
385,27.326666,15.209728
386,27.262495,15.176587
387,27.198477,15.145631
388,27.134615,15.112606
389,27.070904,15.082163
390,27.007349,15.049652
391,26.94395,15.018071
392,26.880718,14.98772
393,26.817654,14.955657
394,26.754751,14.924626
395,26.692001,14.893857
396,26.6294,14.862046
397,26.566938,14.831318
398,26.50462,14.800288
399,26.442446,14.768482
400,26.38043,14.737977
401,26.31857,14.707002
402,26.256872,14.6757345
403,26.195332,14.645677
404,26.13394,14.615256
405,26.072695,14.584353
406,26.011606,14.554626
407,25.950665,14.524223
408,25.889887,14.493777
409,25.829277,14.463518
410,25.768835,14.432499
411,25.708546,14.40124
412,25.648401,14.369973
413,25.58839,14.338515
414,25.528513,14.306367
415,25.468779,14.275614
416,25.409199,14.244414
417,25.349766,14.214414
418,25.29049,14.185354
419,25.231348,14.157151
420,25.17231,14.130223
421,25.113335,14.104121
422,25.054438,14.076934
423,24.995743,14.0508
424,24.937275,14.019336
425,24.878756,13.990998
426,24.8204,13.957573
427,24.762257,13.929929
428,24.704199,13.900652
429,24.646204,13.870491
430,24.58833,13.842855
431,24.53065,13.811982
432,24.473085,13.7831545
433,24.415615,13.754634
434,24.358265,13.724541
435,24.30108,13.697483
436,24.244036,13.670276
437,24.187056,13.642111
438,24.130226,13.615537
439,24.073536,13.587622
440,24.01696,13.560282
441,23.960476,13.534414
442,23.904121,13.507519
443,23.847906,13.482121
444,23.791794,13.457935
445,23.735811,13.431482
446,23.679968,13.40592
447,23.624252,13.377741
448,23.568615,13.349301
449,23.51309,13.321031
450,23.457714,13.290759
451,23.402502,13.261482
452,23.347454,13.231733
453,23.29255,13.201577
454,23.23774,13.171831
455,23.182981,13.141055
456,23.128302,13.111792
457,23.073742,13.083251
458,23.019337,13.055669
459,22.965078,13.029414
460,22.910957,13.004258
461,22.856962,12.979144
462,22.803062,12.955618
463,22.74925,12.929556
464,22.695549,12.906863
465,22.641977,12.879503
466,22.58854,12.855278
467,22.535234,12.827245
468,22.482044,12.799058
469,22.42895,12.773189
470,22.375957,12.741731
471,22.323067,12.718136
472,22.270292,12.689898
473,22.217659,12.665283
474,22.16516,12.6418495
475,22.112747,12.615475
476,22.060427,12.592127
477,22.008228,12.566455
478,21.95616,12.541125
479,21.9042,12.5155325
480,21.852348,12.489301
481,21.800615,12.4630375
482,21.74898,12.435447
483,21.697456,12.409857
484,21.646051,12.382727
485,21.594746,12.358059
486,21.543541,12.334032
487,21.492443,12.310436
488,21.44144,12.287663
489,21.390522,12.26656
490,21.339687,12.242975
491,21.288925,12.223508
492,21.238247,12.2001295
493,21.187654,12.178686
494,21.137144,12.154147
495,21.08668,12.128995
496,21.036274,12.102902
497,20.985968,12.07771
498,20.935757,12.052097
499,20.88563,12.027309
500,20.835583,12.001479
501,20.785625,11.974509
502,20.735718,11.945361
503,20.6858,11.914689
504,20.635906,11.8836355
505,20.586147,11.850695
506,20.536676,11.82751
507,20.487263,11.796636
508,20.437716,11.777419
509,20.388288,11.753959
510,20.33906,11.727648
511,20.289984,11.7059555
512,20.240995,11.682001
513,20.192085,11.655301
514,20.143251,11.6355505
515,20.094482,11.610449
516,20.045815,11.585034
517,19.997202,11.565041
518,19.94867,11.539873
519,19.900278,11.516086
520,19.852043,11.494878
521,19.8039,11.469629
522,19.755814,11.441398
523,19.707792,11.416333
524,19.659883,11.390245
525,19.612125,11.364165
526,19.564482,11.341253
527,19.516935,11.3203335
528,19.469501,11.29742
529,19.422178,11.275139
530,19.374956,11.25343
531,19.327833,11.229051
532,19.280828,11.205203
533,19.233957,11.181125
534,19.187218,11.156084
535,19.140587,11.132124
536,19.094063,11.109973
537,19.047659,11.085886
538,19.001392,11.062757
539,18.955252,11.039774
540,18.909225,11.015237
541,18.863308,10.990998
542,18.8175,10.968861
543,18.771805,10.945561
544,18.72622,10.923413
545,18.680752,10.901353
546,18.635405,10.879373
547,18.590174,10.856131
548,18.545055,10.834192
549,18.500055,10.810289
550,18.455175,10.787688
551,18.410402,10.764159
552,18.365738,10.742551
553,18.321182,10.719624
554,18.276741,10.697815
555,18.232407,10.676212
556,18.18818,10.652779
557,18.14406,10.632694
558,18.100048,10.608757
559,18.056145,10.588914
560,18.012352,10.56597
561,17.968662,10.544817
562,17.925077,10.523374
563,17.881603,10.501146
564,17.83824,10.480633
565,17.794985,10.458192
566,17.751823,10.436981
567,17.708763,10.41616
568,17.665804,10.394004
569,17.62296,10.373466
570,17.580217,10.352243
571,17.537569,10.33063
572,17.49502,10.310625
573,17.452566,10.289166
574,17.410198,10.268898
575,17.367893,10.248418
576,17.325632,10.22678
577,17.28337,10.206362
578,17.24107,10.183806
579,17.198782,10.162239
580,17.156673,10.140697
581,17.114874,10.120918
582,17.073166,10.103659
583,17.031485,10.086201
584,16.98993,10.069409
585,16.948467,10.051294
586,16.907051,10.032449
587,16.865711,10.012289
588,16.824505,9.991614
589,16.78344,9.970287
590,16.742476,9.948857
591,16.70158,9.927249
592,16.660765,9.906726
593,16.620071,9.886232
594,16.579529,9.867655
595,16.539131,9.848023
596,16.49885,9.830737
597,16.458664,9.8116
598,16.418575,9.793841
599,16.378605,9.774337
600,16.33875,9.755325
601,16.299006,9.73551
602,16.259348,9.715854
603,16.21978,9.695914
604,16.18032,9.676034
605,16.140976,9.65658
606,16.101742,9.637339
607,16.0626,9.618635
608,16.023542,9.599506
