,n,traj,mse_sindy_x1,mse_sindy_x2,mse_mlp_x1,mse_mlp_x2,time_S,time_M
0,40,10,344204.23312033236,7.60803772502356,0.2035789626583448,3.8623133729227686,0.84,1.49
